projectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,status,replicate,length_mm,lengthnotes,identificationnotes
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,8,35,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,9,44,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,10,47,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,leptocottus armatus,Pacific staghorn sculpin ,Native,1,30,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,leptocottus armatus,Pacific staghorn sculpin ,Native,2,27,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,leptocottus armatus,Pacific staghorn sculpin ,Native,3,95,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,leptocottus armatus,Pacific staghorn sculpin ,Native,4,75,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,leptocottus armatus,Pacific staghorn sculpin ,Native,5,89,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,1,57,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,2,48,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,3,50,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,4,56,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,5,50,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,6,51,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,7,47,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Syngnathus leptorhynchus,bay pipefish,Native,1,169,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Syngnathus leptorhynchus,bay pipefish,Native,2,157,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Platichthys stellatus,starry flounder,Native,1,142,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Citharichthys stigmaeus,speckled sanddab,Native,1,16,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Citharichthys stigmaeus,speckled sanddab,Native,2,27,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Acanthogobius flavimanus,yellowfin goby,invasive ,1,132,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,1,66,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,2,149,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,3,94,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,4,90,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,5,95,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,6,89,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,7,105,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,8,83,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,9,81,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Metacarcinus magister,dungeness crab,Native,10,75,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,1,29,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,2,30,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,3,20,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,4,32,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,5,24,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,6,28,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,7,28,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,8,31,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,9,19,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Hemigrapsus oregonensis,yellow shore crab,Native,10,18,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,1,95,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,2,83,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,3,79,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,4,71,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,5,89,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,6,100,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,7,72,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,8,85,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,9,84,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,10,75,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,1,43,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,2,22,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,1,16,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,4,Clevelandia ios,arrow goby,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,4,Atherinops affinis,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,4,Fundulus parvipinnis,California killifish,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,5,Syngnathus leptorhynchus,bay pipefish,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,5,Atherinops affinis,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,5,Clevelandia ios,arrow goby,Native,-88,-88,,
